,data_index,created_at,post_id,user_id,user_name,screen_name,user_location,profile_url,profile_description,quote_count,reply_count,retweet_count,favorite_count,lang,followers_count,verified,friends_count,listed_count,statuses_count,profile_created_at,profile_image_url,media_url,retweeted_media_url,profile,google_entities,spam,clean
535,535,Sat Jan 21 11:45:18 +0000 2017,822772051534577664,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,1,5,16,59,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C2sS0bgUkAEJaiC.jpg,,BenefitUK,"{'google_entities_name': ['@qvcuk', 'lip', 'launch', '3'], 'google_entities_type': ['PERSON', 'OTHER', 'EVENT', 'NUMBER']}",1,Tune into at pm today and don't miss out on getting our NEW they're real! double the lip before nationwide launch a good pair
536,536,Fri Jan 20 17:30:14 +0000 2017,822496469307551744,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMx5LVEAA-Bh7.jpg,,BenefitUK,"{'google_entities_name': ['@Mabel_Axford', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
537,537,Fri Jan 20 17:29:58 +0000 2017,822496404925018112,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,2,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gP_mhUoAAhHOG.jpg,,BenefitUK,"{'google_entities_name': ['@zoe_curry', 'resolutions', '#beyourownhero', 'https://t.co/Bte6xrs6io'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
538,538,Fri Jan 20 17:04:20 +0000 2017,822489951656931328,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,1,2,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNDNWVEAMtziM.jpg,,BenefitUK,"{'google_entities_name': ['@kellyylouise_', 'resolutions', '#beyourownhero https://t.co/OwRncCpG2R'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
539,539,Fri Jan 20 16:45:53 +0000 2017,822485308822396928,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNVZiUoAAHUZ-.jpg,,BenefitUK,"{'google_entities_name': ['@char_x0', 'resolutions', 'https://t.co/rADN7zJzM7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
540,540,Fri Jan 20 16:42:51 +0000 2017,822484544653840384,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,1,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMX_hVQAAMnpr.jpg,,BenefitUK,"{'google_entities_name': ['@Wotstarmagic', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
541,541,Fri Jan 20 16:41:35 +0000 2017,822484229456068608,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gL_KAUkAAwi8V.jpg,,BenefitUK,"{'google_entities_name': ['@Lauren_Prenter', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
542,542,Fri Jan 20 16:40:27 +0000 2017,822483943471583232,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gM-H8VQAEmb9T.jpg,,BenefitUK,"{'google_entities_name': ['@sunshinesarahxo', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
543,543,Fri Jan 20 16:40:26 +0000 2017,822483937876471808,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNkB4UUAA6cyl.jpg,,BenefitUK,"{'google_entities_name': ['@WishHopeDreams', 'resolutions', '#beyourownhero', '7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
544,544,Fri Jan 20 16:37:54 +0000 2017,822483298484125696,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gP_mhUoAAhHOG.jpg,,BenefitUK,"{'google_entities_name': ['@MibsXX', 'resolutions', '#beyourownhero', 'https://t.co/Bte6xrs6io'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
545,545,Fri Jan 20 16:36:35 +0000 2017,822482970141454336,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,2,2,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gM0gQUUAAj3Lp.jpg,,BenefitUK,"{'google_entities_name': ['@katiexmiddleton', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
546,546,Fri Jan 20 16:36:09 +0000 2017,822482860946886656,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMf26UoAE21mC.jpg,,BenefitUK,"{'google_entities_name': ['@kasxyb', 'resolutions', '#beyourownhero', 'https://t.co/Vnp0ktvAws'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
547,547,Fri Jan 20 16:35:58 +0000 2017,822482813769355264,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMavAVEAAs3PC.jpg,,BenefitUK,"{'google_entities_name': ['@lydiacharnley_', 'resolutions', '#beyourownhero', '2'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
548,548,Fri Jan 20 16:35:49 +0000 2017,822482774523346944,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMX_hVQAAMnpr.jpg,,BenefitUK,"{'google_entities_name': ['@caitlinmaryyyxo', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
549,549,Fri Jan 20 16:35:18 +0000 2017,822482645582016512,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMavAVEAAs3PC.jpg,,BenefitUK,"{'google_entities_name': ['@MSEDollyp', 'resolutions', '#beyourownhero', '2'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
550,550,Fri Jan 20 16:34:40 +0000 2017,822482485254778880,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gL7wFUcAAAuKT.jpg,,BenefitUK,"{'google_entities_name': ['@TarahField', 'resolutions', 'https://t.co/PlDT0oao69'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
551,551,Fri Jan 20 16:33:46 +0000 2017,822482259013959680,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gL_KAUkAAwi8V.jpg,,BenefitUK,"{'google_entities_name': ['@laura_cooper00', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
552,552,Fri Jan 20 16:33:08 +0000 2017,822482101647896576,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNbpbUoAAvk_x.jpg,,BenefitUK,"{'google_entities_name': ['@laura_cooper00', 'resolutions', '#beyourownhero', '8'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
553,553,Fri Jan 20 16:33:03 +0000 2017,822482081968222208,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gQM2nVQAMmrGT.jpg,,BenefitUK,"{'google_entities_name': ['@Carlyandwoolywa', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
554,554,Fri Jan 20 16:31:58 +0000 2017,822481808952619008,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNkB4UUAA6cyl.jpg,,BenefitUK,"{'google_entities_name': ['@squibss', 'resolutions', '#beyourownhero', '7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
555,555,Fri Jan 20 16:31:52 +0000 2017,822481782373224448,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gM0gQUUAAj3Lp.jpg,,BenefitUK,"{'google_entities_name': ['@laura_cooper00', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
556,556,Fri Jan 20 16:31:51 +0000 2017,822481778409668608,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gM-H8VQAEmb9T.jpg,,BenefitUK,"{'google_entities_name': ['@LondonerLouu', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
557,557,Fri Jan 20 16:31:43 +0000 2017,822481744783900672,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNVZiUoAAHUZ-.jpg,,BenefitUK,"{'google_entities_name': ['@anabellxox', 'resolutions', 'https://t.co/rADN7zJzM7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
558,558,Fri Jan 20 16:31:17 +0000 2017,822481636315037696,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gL7wFUcAAAuKT.jpg,,BenefitUK,"{'google_entities_name': ['@MollyMcPartland', 'resolutions', 'https://t.co/PlDT0oao69'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
559,559,Fri Jan 20 15:46:27 +0000 2017,822470353972772864,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMX_hVQAAMnpr.jpg,,BenefitUK,"{'google_entities_name': ['@LaurieBeat', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
560,560,Fri Jan 20 15:46:26 +0000 2017,822470350197944320,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,1,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNVZiUoAAHUZ-.jpg,,BenefitUK,"{'google_entities_name': ['@LaurieBeat', 'resolutions', 'https://t.co/rADN7zJzM7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
